nan,0.87,nan,1.00,nan,0.95,nan,0.85
nan,0.84,nan,1.00,nan,0.90,nan,0.80
nan,0.75,nan,1.00,nan,0.79,nan,0.62
nan,0.64,nan,1.00,nan,0.77,nan,0.53
0.43,0.80,0.50,1.00,0.60,0.82,0.65,0.76
0.38,0.83,0.59,1.00,0.65,0.83,0.67,0.82
0.39,0.76,0.50,1.00,0.55,0.78,0.59,0.74
0.41,0.73,0.49,1.00,0.55,0.65,0.46,0.69
0.48,0.79,0.53,1.00,0.55,0.59,0.55,0.69
0.56,0.77,0.56,1.00,0.53,0.63,0.59,0.64
nan,0.82,nan,1.00,nan,0.77,nan,0.70
nan,0.88,nan,1.00,nan,0.81,nan,0.78
nan,0.94,nan,1.00,nan,0.84,nan,0.85
nan,0.96,nan,1.00,nan,0.86,nan,0.85
nan,0.84,nan,1.00,nan,0.89,nan,0.79
nan,0.73,nan,1.00,nan,0.83,nan,0.58
nan,0.55,nan,1.00,nan,0.65,nan,0.47
0.29,0.71,0.61,1.00,0.47,0.57,0.42,0.53
0.39,0.67,0.59,1.00,0.45,0.57,0.56,0.57
0.30,0.56,0.36,1.00,0.40,0.53,0.45,0.54
0.35,0.55,0.64,1.00,0.63,0.66,0.43,0.57
0.44,0.64,0.63,1.00,0.68,0.71,0.71,0.70
0.38,0.78,0.46,1.00,0.58,0.73,0.72,0.75
0.53,0.79,0.55,1.00,0.57,0.66,0.68,0.65
0.38,0.84,0.40,1.00,0.37,0.75,0.46,0.60
nan,0.89,nan,1.00,nan,0.80,nan,0.75
nan,0.92,nan,1.00,nan,0.83,nan,0.80
nan,0.93,nan,1.00,nan,0.86,nan,0.84
nan,0.74,nan,1.00,nan,0.79,nan,0.61
nan,0.71,nan,1.00,nan,0.82,nan,0.62
0.31,0.64,0.66,1.00,0.61,0.70,0.38,0.44
0.76,0.85,0.81,1.00,0.82,0.86,0.77,0.72
0.74,0.78,0.77,1.00,0.68,0.75,0.60,0.67
0.56,0.75,0.76,1.00,0.58,0.68,0.33,0.50
0.64,0.77,0.76,1.00,0.76,0.57,0.64,0.56
0.47,0.65,0.67,1.00,0.56,0.56,0.42,0.45
0.47,0.59,0.62,1.00,0.67,0.74,0.67,0.52
0.49,0.81,0.61,1.00,0.67,0.77,0.73,0.63
0.51,0.87,0.48,1.00,0.58,0.69,0.64,0.58
0.41,0.89,0.47,1.00,0.38,0.77,0.44,0.64
nan,0.85,nan,1.00,nan,0.84,nan,0.76
nan,0.84,nan,1.00,nan,0.82,nan,0.78
nan,0.74,nan,1.00,nan,0.70,nan,0.53
0.34,0.76,0.69,1.00,0.62,0.68,0.42,0.55
0.75,0.86,0.82,1.00,0.84,0.85,0.80,0.77
0.75,0.84,0.71,1.00,0.84,0.89,0.83,0.86
0.68,0.76,0.77,1.00,0.82,0.86,0.77,0.78
0.65,0.77,0.81,1.00,0.82,0.80,0.72,0.75
0.73,0.82,0.87,1.00,0.79,0.79,0.68,0.80
0.63,0.82,0.79,1.00,0.79,0.66,0.66,0.72
0.24,0.42,0.51,1.00,0.71,0.49,0.39,0.33
0.43,0.55,0.76,1.00,0.69,0.42,0.46,0.34
0.46,0.70,0.63,1.00,0.69,0.55,0.60,0.50
0.43,0.75,0.40,1.00,0.58,0.67,0.50,0.62
0.43,0.76,0.46,1.00,0.37,0.68,0.46,0.59
nan,0.70,nan,1.00,nan,0.70,nan,0.66
0.38,0.62,0.69,1.00,0.62,0.61,0.41,0.64
0.69,0.83,0.82,1.00,0.81,0.88,0.72,0.86
0.69,0.79,0.80,1.00,0.76,0.87,0.75,0.88
0.65,0.73,0.75,1.00,0.79,0.80,0.71,0.79
0.61,0.76,0.80,1.00,0.87,0.81,0.76,0.76
0.69,0.78,0.82,1.00,0.83,0.88,0.82,0.78
0.70,0.82,0.86,1.00,0.80,0.85,0.78,0.85
0.61,0.75,0.77,1.00,0.69,0.72,0.59,0.75
0.31,0.55,0.68,1.00,0.70,0.50,0.38,0.36
0.35,0.67,0.71,1.00,0.80,0.62,0.76,0.49
0.77,0.84,0.84,1.00,0.77,0.68,0.60,0.72
0.57,0.67,0.54,1.00,0.69,0.66,0.65,0.68
0.55,0.74,0.57,1.00,0.48,0.65,0.60,0.63
0.49,0.76,0.54,1.00,0.47,0.67,0.57,0.64
0.51,0.76,0.72,1.00,0.68,0.75,0.57,0.80
0.67,0.81,0.79,1.00,0.75,0.84,0.69,0.85
0.57,0.69,0.74,1.00,0.71,0.78,0.57,0.72
0.55,0.69,0.79,1.00,0.82,0.78,0.66,0.73
0.77,0.83,0.84,1.00,0.86,0.81,0.82,0.80
0.75,0.89,0.81,1.00,0.82,0.88,0.84,0.84
0.68,0.83,0.80,1.00,0.69,0.89,0.83,0.84
0.56,0.73,0.72,1.00,0.59,0.73,0.58,0.78
0.42,0.57,0.60,1.00,0.48,0.45,0.24,0.52
0.36,0.63,0.48,1.00,0.63,0.56,0.37,0.46
0.72,0.78,0.75,1.00,0.76,0.71,0.66,0.68
0.59,0.60,0.63,1.00,0.63,0.59,0.50,0.50
0.46,0.75,0.61,1.00,0.62,0.69,0.58,0.75
0.51,0.73,0.54,1.00,0.56,0.67,0.62,0.78
0.67,0.84,0.67,1.00,0.70,0.77,0.67,0.80
0.50,0.64,0.57,1.00,0.53,0.57,0.49,0.59
0.29,0.55,0.68,1.00,0.62,0.54,0.37,0.31
