0.79,nan,0.80,nan,1.00,nan,0.68,nan
0.64,nan,0.67,nan,1.00,nan,0.52,nan
0.47,nan,0.51,nan,1.00,nan,0.39,nan
0.61,nan,0.69,nan,1.00,nan,0.62,nan
0.79,0.52,0.86,0.61,1.00,0.67,0.78,0.44
0.80,0.54,0.84,0.51,1.00,0.49,0.73,0.35
0.78,0.44,0.82,0.54,1.00,0.47,0.72,0.28
0.80,0.43,0.82,0.52,1.00,0.47,0.77,0.27
0.77,0.40,0.89,0.49,1.00,0.47,0.84,0.31
0.82,0.51,0.92,0.53,1.00,0.46,0.87,0.39
0.90,nan,0.91,nan,1.00,nan,0.89,nan
0.92,nan,0.90,nan,1.00,nan,0.90,nan
0.92,nan,0.88,nan,1.00,nan,0.90,nan
0.91,nan,0.93,nan,1.00,nan,0.90,nan
0.80,nan,0.85,nan,1.00,nan,0.80,nan
0.58,nan,0.72,nan,1.00,nan,0.60,nan
0.38,nan,0.73,nan,1.00,nan,0.37,nan
0.38,0.36,0.64,0.65,1.00,0.43,0.29,0.30
0.61,0.53,0.74,0.56,1.00,0.56,0.72,0.37
0.68,0.58,0.76,0.56,1.00,0.57,0.68,0.49
0.73,0.54,0.74,0.60,1.00,0.54,0.65,0.42
0.75,0.39,0.76,0.53,1.00,0.43,0.61,0.30
0.78,0.44,0.81,0.49,1.00,0.35,0.70,0.30
0.79,0.35,0.90,0.44,1.00,0.37,0.83,0.31
0.86,0.48,0.93,0.49,1.00,0.37,0.89,0.41
0.91,nan,0.93,nan,1.00,nan,0.91,nan
0.93,nan,0.91,nan,1.00,nan,0.92,nan
0.94,nan,0.92,nan,1.00,nan,0.92,nan
0.72,nan,0.75,nan,1.00,nan,0.72,nan
0.65,nan,0.71,nan,1.00,nan,0.73,nan
0.63,0.68,0.79,0.79,1.00,0.76,0.76,0.74
0.56,0.52,0.70,0.73,1.00,0.64,0.57,0.56
0.41,0.47,0.65,0.68,1.00,0.52,0.38,0.39
0.24,0.20,0.58,0.35,1.00,0.21,0.26,0.17
0.41,0.36,0.54,0.48,1.00,0.50,0.42,0.35
0.70,0.61,0.82,0.60,1.00,0.59,0.68,0.48
0.77,0.42,0.86,0.48,1.00,0.31,0.78,0.29
0.76,0.39,0.87,0.35,1.00,0.23,0.83,0.35
0.80,0.33,0.90,0.40,1.00,0.26,0.87,0.40
0.84,0.44,0.95,0.47,1.00,0.33,0.88,0.49
0.88,nan,0.92,nan,1.00,nan,0.88,nan
0.91,nan,0.94,nan,1.00,nan,0.91,nan
0.45,nan,0.51,nan,1.00,nan,0.47,nan
0.54,0.64,0.64,0.65,1.00,0.66,0.65,0.60
0.67,0.60,0.71,0.77,1.00,0.76,0.75,0.74
0.64,0.43,0.69,0.73,1.00,0.72,0.68,0.72
0.54,0.52,0.59,0.69,1.00,0.65,0.51,0.55
0.52,0.49,0.68,0.83,1.00,0.72,0.51,0.39
0.51,0.54,0.78,0.68,1.00,0.42,0.37,0.24
0.62,0.37,0.67,0.37,1.00,0.51,0.58,0.43
0.64,0.52,0.78,0.52,1.00,0.49,0.70,0.42
0.62,0.31,0.76,0.29,1.00,0.16,0.72,0.28
0.75,0.33,0.86,0.27,1.00,0.19,0.82,0.46
0.81,0.33,0.91,0.46,1.00,0.39,0.83,0.44
0.86,0.52,0.93,0.65,1.00,0.52,0.83,0.52
0.89,nan,0.95,nan,1.00,nan,0.88,nan
0.64,0.30,0.70,0.45,1.00,0.33,0.51,0.27
0.41,0.36,0.56,0.50,1.00,0.50,0.33,0.33
0.29,0.43,0.43,0.56,1.00,0.70,0.37,0.31
0.38,0.41,0.61,0.72,1.00,0.61,0.53,0.45
0.41,0.33,0.50,0.60,1.00,0.64,0.57,0.45
0.46,0.55,0.64,0.71,1.00,0.74,0.63,0.57
0.49,0.46,0.62,0.68,1.00,0.66,0.48,0.42
0.45,0.41,0.63,0.68,1.00,0.49,0.38,0.32
0.28,0.37,0.59,0.59,1.00,0.68,0.28,0.38
0.40,0.33,0.50,0.50,1.00,0.39,0.44,0.38
0.68,0.34,0.79,0.48,1.00,0.30,0.70,0.43
0.83,0.49,0.88,0.49,1.00,0.39,0.83,0.53
0.89,0.55,0.91,0.53,1.00,0.43,0.85,0.50
0.92,0.59,0.95,0.67,1.00,0.44,0.88,0.47
0.48,0.31,0.49,0.42,1.00,0.39,0.42,0.32
0.40,0.44,0.55,0.60,1.00,0.53,0.36,0.43
0.39,0.45,0.58,0.57,1.00,0.53,0.50,0.45
0.45,0.45,0.55,0.65,1.00,0.63,0.58,0.51
0.52,0.52,0.53,0.69,1.00,0.69,0.57,0.48
0.55,0.49,0.64,0.66,1.00,0.67,0.54,0.44
0.32,0.41,0.59,0.63,1.00,0.59,0.40,0.28
0.46,0.37,0.53,0.56,1.00,0.36,0.38,0.35
0.50,0.38,0.74,0.70,1.00,0.63,0.66,0.63
0.55,0.59,0.70,0.64,1.00,0.69,0.54,0.56
0.57,0.48,0.67,0.63,1.00,0.54,0.60,0.49
0.63,0.47,0.67,0.57,1.00,0.42,0.66,0.48
0.81,0.53,0.85,0.52,1.00,0.47,0.82,0.58
0.89,0.63,0.94,0.62,1.00,0.41,0.90,0.46
0.76,0.52,0.62,0.51,1.00,0.49,0.63,0.50
0.69,0.48,0.68,0.57,1.00,0.49,0.54,0.47
